home_score,away_score,home_team,away_team,date,win_score,lost_score
2,13,Hawaii All-Stars,Oregon,1928-12-25T00:00:00.000Z,13,2
6,13,Miami,Wake Forest,1928-12-25T00:00:00.000Z,13,6
0,6,Hawai'i,Oregon,1929-01-01T00:00:00.000Z,6,0
88,0,Baylor,Stephen F. Austin,1929-09-21T00:00:00.000Z,88,0
68,0,Clemson,Newberry,1929-09-21T00:00:00.000Z,68,0
19,2,Indiana,Wabash College,1929-09-21T00:00:00.000Z,19,2
37,6,Oregon State,Willamette,1929-09-21T00:00:00.000Z,37,6
45,0,Stanford,West Coast Army,1929-09-21T00:00:00.000Z,45,0
20,0,Wake Forest,Catawba College,1929-09-21T00:00:00.000Z,20,0
16,0,West Virginia,WV Wesleyan,1929-09-21T00:00:00.000Z,16,0
13,3,SMU,North Texas,1929-09-21T00:00:00.000Z,13,3
34,7,Maryland,Washington (Maryland),1929-09-27T00:00:00.000Z,34,7
39,0,Michigan,Albion,1929-09-27T00:00:00.000Z,39,0
0,7,Mississippi State,Henderson State,1929-09-27T00:00:00.000Z,7,0
13,6,Wyoming,Black Hills State,1929-09-27T00:00:00.000Z,13,6
7,0,Auburn,Birmingham-Southern,1929-09-27T00:00:00.000Z,7,0
22,0,Wisconsin,Ripon,1929-09-27T00:00:00.000Z,22,0
13,13,Howard Payne,SMU,1929-09-28T00:00:00.000Z,13,13
58,0,LSU,Louisiana College,1929-09-28T00:00:00.000Z,58,0
0,38,Rice,Loyola (LA),1929-09-28T00:00:00.000Z,38,0
16,6,Michigan,Mount Union,1929-09-28T00:00:00.000Z,16,6
59,6,Michigan State,Alma,1929-09-28T00:00:00.000Z,59,6
47,0,Navy,Denison,1929-09-28T00:00:00.000Z,47,0
6,13,Georgia,Oglethorpe,1929-09-28T00:00:00.000Z,13,6
12,0,Oklahoma State,Northwestern Oklahoma State,1929-09-28T00:00:00.000Z,12,0
19,0,Oregon State,UC Davis,1929-09-28T00:00:00.000Z,19,0
16,0,Penn State,Niagara,1929-09-28T00:00:00.000Z,16,0
53,0,Pittsburgh,Waynesburg,1929-09-28T00:00:00.000Z,53,0
76,0,USC,UCLA,1929-09-28T00:00:00.000Z,76,0
6,0,Stanford,Olympic Club,1929-09-28T00:00:00.000Z,6,0
77,0,Syracuse,Hobart,1929-09-28T00:00:00.000Z,77,0
40,0,Tennessee,Centre,1929-09-28T00:00:00.000Z,40,0
54,7,Texas A&M,Southwestern University,1929-09-28T00:00:00.000Z,54,7
61,0,TCU,Daniel Baker,1929-09-28T00:00:00.000Z,61,0
40,6,Tulane,Northwestern State,1929-09-28T00:00:00.000Z,40,6
27,6,Virginia,Randolph-Macon,1929-09-28T00:00:00.000Z,27,6
19,0,Virginia Tech,Roanoke,1929-09-28T00:00:00.000Z,19,0
47,0,Washington,Whitman,1929-09-28T00:00:00.000Z,47,0
48,0,Washington State,Albertson,1929-09-28T00:00:00.000Z,48,0
21,0,Wisconsin,South Dakota State,1929-09-28T00:00:00.000Z,21,0
26,7,South Carolina,Erskine,1929-09-28T00:00:00.000Z,26,7
48,0,North Carolina,Wake Forest,1929-09-28T00:00:00.000Z,48,0
0,14,Regis (CO),Colorado State,1929-09-28T00:00:00.000Z,14,0
32,14,Clemson,Davidson,1929-09-28T00:00:00.000Z,32,14
55,0,Alabama,Mississippi College,1929-09-28T00:00:00.000Z,55,0
37,0,Arkansas,Ozarks,1929-09-28T00:00:00.000Z,37,0
26,0,Army,Boston University,1929-09-28T00:00:00.000Z,26,0
27,6,California,Santa Clara,1929-09-28T00:00:00.000Z,27,6
6,13,West Virginia,Davis & Elkins,1929-09-28T00:00:00.000Z,13,6
6,19,Mercer,Duke,1929-09-28T00:00:00.000Z,19,6
54,0,Florida,Florida Southern,1929-09-28T00:00:00.000Z,54,0
32,0,Baylor,North Texas,1929-09-28T00:00:00.000Z,32,0
7,10,Nevada,BYU,1929-09-28T00:00:00.000Z,10,7
0,18,Indiana,Ohio,1929-09-28T00:00:00.000Z,18,0
19,7,Vanderbilt,Ole Miss,1929-09-28T00:00:00.000Z,19,7
58,0,Oregon,Pacific (Oregon),1929-09-29T00:00:00.000Z,58,0
46,0,Iowa,Carroll (Wisconsin),1929-09-29T00:00:00.000Z,46,0
13,0,Texas,St. Edward's,1929-09-29T00:00:00.000Z,13,0
27,18,Northwestern,Cornell College (IA),1929-10-04T00:00:00.000Z,27,18
6,27,NC State,Washington & Lee,1929-10-04T00:00:00.000Z,27,6
20,7,Colorado State,Wyoming,1929-10-04T00:00:00.000Z,20,7
7,7,Duquesne,West Virginia,1929-10-05T00:00:00.000Z,7,7
27,0,Georgia,Furman,1929-10-05T00:00:00.000Z,27,0
40,0,Kentucky,Maryville TN,1929-10-05T00:00:00.000Z,40,0
39,0,Minnesota,Coe,1929-10-05T00:00:00.000Z,39,0
15,0,Navy,William & Mary,1929-10-05T00:00:00.000Z,15,0
13,0,Northwestern,Butler,1929-10-05T00:00:00.000Z,13,0
19,0,Ohio State,Wittenberg,1929-10-05T00:00:00.000Z,19,0
15,0,Penn State,Lebanon Valley,1929-10-05T00:00:00.000Z,15,0
7,2,Rice,Sam Houston State,1929-10-05T00:00:00.000Z,7,2
0,0,Saint Mary's (CA),California,1929-10-05T00:00:00.000Z,0,0
55,0,Syracuse,St. Lawrence,1929-10-05T00:00:00.000Z,55,0
0,20,Chattanooga,Tennessee,1929-10-05T00:00:00.000Z,20,0
20,0,Texas,Centenary (LA),1929-10-05T00:00:00.000Z,20,0
0,20,Hardin-Simmons,TCU,1929-10-05T00:00:00.000Z,20,0
43,0,Baylor,Trinity (Texas),1929-10-05T00:00:00.000Z,43,0
26,6,Vanderbilt,Ouachita,1929-10-05T00:00:00.000Z,26,6
37,6,Virginia Tech,Hampden-Sydney,1929-10-05T00:00:00.000Z,37,6
0,19,Richmond,Wake Forest,1929-10-05T00:00:00.000Z,19,0
38,0,Washington State,Carroll (Montana),1929-10-05T00:00:00.000Z,38,0
22,7,Alabama,Ole Miss,1929-10-05T00:00:00.000Z,22,7
13,6,Wisconsin,Colgate,1929-10-05T00:00:00.000Z,13,6
0,6,South Carolina,Virginia,1929-10-05T00:00:00.000Z,6,0
0,9,Montana State,Utah State,1929-10-05T00:00:00.000Z,9,0
13,10,Tulane,Texas A&M,1929-10-05T00:00:00.000Z,13,10
33,7,Stanford,Oregon,1929-10-05T00:00:00.000Z,33,7
0,0,SMU,Nebraska,1929-10-05T00:00:00.000Z,0,0
21,7,USC,Oregon State,1929-10-05T00:00:00.000Z,21,7
26,14,Purdue,Kansas State,1929-10-05T00:00:00.000Z,26,14
7,52,Duke,Pittsburgh,1929-10-05T00:00:00.000Z,52,7
0,14,Indiana,Notre Dame,1929-10-05T00:00:00.000Z,14,0
0,43,Maryland,North Carolina,1929-10-05T00:00:00.000Z,43,0
6,6,Montana,Washington,1929-10-05T00:00:00.000Z,6,6
17,0,Michigan,Michigan State,1929-10-05T00:00:00.000Z,17,0
27,7,Iowa State,Grinnell,1929-10-05T00:00:00.000Z,27,7
25,0,Illinois,Kansas,1929-10-05T00:00:00.000Z,25,0
27,13,Georgia Tech,Mississippi State,1929-10-05T00:00:00.000Z,27,13
12,7,Florida,VMI,1929-10-05T00:00:00.000Z,12,7
18,6,Drake,Oklahoma State,1929-10-05T00:00:00.000Z,18,6
27,13,Colorado,Regis (CO),1929-10-05T00:00:00.000Z,27,13
26,7,Clemson,Auburn,1929-10-05T00:00:00.000Z,26,7
30,7,Arkansas,Henderson State,1929-10-05T00:00:00.000Z,30,7
33,7,Army,Gettysburg,1929-10-05T00:00:00.000Z,33,7
58,0,LSU,Louisiana,1929-10-05T00:00:00.000Z,58,0
56,6,UCLA,Fresno State,1929-10-05T00:00:00.000Z,56,6
31,0,Utah,Nevada,1929-10-05T00:00:00.000Z,31,0
19,0,UC Davis,BYU,1929-10-06T00:00:00.000Z,19,0
46,0,Iowa,Monmouth,1929-10-06T00:00:00.000Z,46,0
26,0,Clemson,NC State,1929-10-11T00:00:00.000Z,26,0
16,0,SMU,Austin,1929-10-11T00:00:00.000Z,16,0
0,19,Auburn,Florida,1929-10-11T00:00:00.000Z,19,0
25,6,Wake Forest,Elon,1929-10-11T00:00:00.000Z,25,6
27,7,Pittsburgh,West Virginia,1929-10-12T00:00:00.000Z,27,7
26,0,Oklahoma,Creighton,1929-10-12T00:00:00.000Z,26,0
0,7,Wisconsin,Northwestern,1929-10-12T00:00:00.000Z,7,0
7,18,Georgia Tech,North Carolina,1929-10-12T00:00:00.000Z,18,7
6,13,Syracuse,Nebraska,1929-10-12T00:00:00.000Z,13,6
12,13,BYU,Montana State,1929-10-12T00:00:00.000Z,13,12
0,19,Iowa State,Missouri,1929-10-12T00:00:00.000Z,19,0
15,6,Minnesota,Vanderbilt,1929-10-12T00:00:00.000Z,15,6
27,14,LSU,Sewanee Univ. of the South,1929-10-12T00:00:00.000Z,27,14
20,6,Kentucky,Washington & Lee,1929-10-12T00:00:00.000Z,20,6
15,0,Georgia,Yale,1929-10-12T00:00:00.000Z,15,0
19,6,Denver,Wyoming,1929-10-12T00:00:00.000Z,19,6
19,0,Colorado,Northern Colorado,1929-10-12T00:00:00.000Z,19,0
31,0,Colgate,Michigan State,1929-10-12T00:00:00.000Z,31,0
13,7,Chicago,Indiana,1929-10-12T00:00:00.000Z,13,7
14,0,California,Washington State,1929-10-12T00:00:00.000Z,14,0
23,7,Army,Davidson,1929-10-12T00:00:00.000Z,23,7
0,48,Washington,USC,1929-10-12T00:00:00.000Z,48,0
7,14,Navy,Notre Dame,1929-10-12T00:00:00.000Z,14,7
14,13,Colorado College,Colorado State,1929-10-12T00:00:00.000Z,14,13
7,7,Boston College,Villanova,1929-10-12T00:00:00.000Z,7,7
45,0,Illinois,Bradley,1929-10-12T00:00:00.000Z,45,0
38,0,Kansas,Emporia State,1929-10-12T00:00:00.000Z,38,0
0,18,Oklahoma City,Oklahoma State,1929-10-12T00:00:00.000Z,18,0
34,0,Oregon,Willamette,1929-10-12T00:00:00.000Z,34,0
71,7,Oregon State,Portland,1929-10-12T00:00:00.000Z,71,7
14,8,Pennsylvania,Virginia Tech,1929-10-12T00:00:00.000Z,14,8
14,6,Rice,Southwestern University,1929-10-12T00:00:00.000Z,14,6
0,28,Centenary (LA),TCU,1929-10-12T00:00:00.000Z,28,0
12,7,Virginia,Swarthmore,1929-10-12T00:00:00.000Z,12,7
34,0,Tulane,Mississippi State,1929-10-12T00:00:00.000Z,34,0
0,27,Arkansas,Texas,1929-10-12T00:00:00.000Z,27,0
52,7,Tennessee,Ole Miss,1929-10-12T00:00:00.000Z,52,7
0,57,UCLA,Stanford,1929-10-12T00:00:00.000Z,57,0
6,26,Maryland,South Carolina,1929-10-12T00:00:00.000Z,26,6
30,16,Purdue,Michigan,1929-10-12T00:00:00.000Z,30,16
19,0,Baylor,St. Edward's,1929-10-12T00:00:00.000Z,19,0
46,0,Alabama,Chattanooga,1929-10-12T00:00:00.000Z,46,0
19,0,Texas A&M,Kansas State,1929-10-12T00:00:00.000Z,19,0
21,6,Detroit Mercy,Tulsa,1929-10-12T00:00:00.000Z,21,6
26,7,Penn State,Marshall,1929-10-12T00:00:00.000Z,26,7
7,6,Ohio State,Iowa,1929-10-13T00:00:00.000Z,7,6
8,6,NC State,Wake Forest,1929-10-17T00:00:00.000Z,8,6
14,6,Marquette,Iowa State,1929-10-18T00:00:00.000Z,14,6
0,30,Wofford,Clemson,1929-10-18T00:00:00.000Z,30,0
24,26,Loyola (LA),Ole Miss,1929-10-18T00:00:00.000Z,26,24
41,0,South Carolina,Presbyterian College,1929-10-18T00:00:00.000Z,41,0
45,13,Navy,Duke,1929-10-19T00:00:00.000Z,45,13
26,6,West Virginia,Washington & Lee,1929-10-19T00:00:00.000Z,26,6
20,13,Washington State,Washington,1929-10-19T00:00:00.000Z,20,13
7,20,Virginia,VMI,1929-10-19T00:00:00.000Z,20,7
2,41,Auburn,Vanderbilt,1929-10-19T00:00:00.000Z,41,2
40,0,Utah,Colorado,1929-10-19T00:00:00.000Z,40,0
13,7,TCU,Texas A&M,1929-10-19T00:00:00.000Z,13,7
21,0,Texas,Oklahoma,1929-10-19T00:00:00.000Z,21,0
6,0,Tennessee,Alabama,1929-10-19T00:00:00.000Z,6,0
40,7,Stanford,Oregon State,1929-10-19T00:00:00.000Z,40,7
7,12,Nebraska,Pittsburgh,1929-10-19T00:00:00.000Z,12,7
34,7,Oregon,Idaho,1929-10-19T00:00:00.000Z,34,7
32,13,Oklahoma State,Creighton,1929-10-19T00:00:00.000Z,32,13
0,7,Michigan,Ohio State,1929-10-19T00:00:00.000Z,7,0
19,0,Notre Dame,Wisconsin,1929-10-19T00:00:00.000Z,19,0
7,0,New York University,Penn State,1929-10-19T00:00:00.000Z,7,0
20,0,Missouri,Drake,1929-10-19T00:00:00.000Z,20,0
14,26,Northwestern,Minnesota,1929-10-19T00:00:00.000Z,26,14
6,31,Mississippi State,LSU,1929-10-19T00:00:00.000Z,31,6
0,6,Kansas,Kansas State,1929-10-19T00:00:00.000Z,6,0
19,6,Georgia Tech,Florida,1929-10-19T00:00:00.000Z,19,6
12,19,North Carolina,Georgia,1929-10-19T00:00:00.000Z,19,12
0,12,Colorado Mines,Colorado State,1929-10-19T00:00:00.000Z,12,0
6,21,Indiana,Colgate,1929-10-19T00:00:00.000Z,21,6
7,6,BYU,Utah State,1929-10-19T00:00:00.000Z,7,6
31,20,Baylor,Arkansas,1929-10-19T00:00:00.000Z,31,20
25,14,Virginia Tech,William & Mary,1929-10-19T00:00:00.000Z,25,14
0,31,California Tech,UCLA,1929-10-19T00:00:00.000Z,31,0
85,6,Syracuse,Johns Hopkins,1929-10-19T00:00:00.000Z,85,6
64,0,USC,Occidental,1929-10-19T00:00:00.000Z,64,0
26,7,Purdue,DePauw,1929-10-19T00:00:00.000Z,26,7
74,0,Michigan State,Adrian,1929-10-19T00:00:00.000Z,74,0
13,6,Maryland,Gallaudet,1929-10-19T00:00:00.000Z,13,6
58,0,Kentucky,Carson-Newman,1929-10-19T00:00:00.000Z,58,0
7,12,Pennsylvania,California,1929-10-19T00:00:00.000Z,12,7
20,20,Army,Harvard,1929-10-19T00:00:00.000Z,20,20
60,0,Tulane,Louisiana,1929-10-19T00:00:00.000Z,60,0
7,7,Illinois,Iowa,1929-10-20T00:00:00.000Z,7,7
14,21,South Carolina,Clemson,1929-10-24T00:00:00.000Z,21,14
0,6,Brown,Syracuse,1929-10-26T00:00:00.000Z,6,0
0,39,Washington & Lee,Tennessee,1929-10-26T00:00:00.000Z,39,0
39,0,Texas,Rice,1929-10-26T00:00:00.000Z,39,0
20,14,Tulane,Georgia Tech,1929-10-26T00:00:00.000Z,20,14
0,21,Colorado State,Utah,1929-10-26T00:00:00.000Z,21,0
7,12,Wyoming,Utah State,1929-10-26T00:00:00.000Z,12,7
7,6,VMI,Maryland,1929-10-26T00:00:00.000Z,7,6
6,0,Wake Forest,Davidson,1929-10-26T00:00:00.000Z,6,0
18,6,Florida,Georgia,1929-10-26T00:00:00.000Z,18,6
33,12,BYU,Western State,1929-10-26T00:00:00.000Z,33,12
13,14,Texas A&M,Arkansas,1929-10-26T00:00:00.000Z,14,13
35,7,Alabama,Sewanee Univ. of the South,1929-10-26T00:00:00.000Z,35,7
6,9,Oklahoma State,West Virginia,1929-10-26T00:00:00.000Z,9,6
21,13,Yale,Army,1929-10-26T00:00:00.000Z,21,13
58,6,Washington State,Whitman,1929-10-26T00:00:00.000Z,58,6
32,7,Virginia,St. John's (Maryland),1929-10-26T00:00:00.000Z,32,7
58,12,Villanova,Duke,1929-10-26T00:00:00.000Z,58,12
33,0,Vanderbilt,Maryville TN,1929-10-26T00:00:00.000Z,33,0
20,0,UCLA,Pomona-Pitzer,1929-10-26T00:00:00.000Z,20,0
0,40,Allegheny,Pittsburgh,1929-10-26T00:00:00.000Z,40,0
27,12,Centenary (LA),Baylor,1929-10-26T00:00:00.000Z,27,12
21,19,California,Olympic Club,1929-10-26T00:00:00.000Z,21,19
6,0,Auburn,Samford,1929-10-26T00:00:00.000Z,6,0
6,3,Penn State,Lafayette,1929-10-26T00:00:00.000Z,6,3
66,0,Northwestern,Wabash College,1929-10-26T00:00:00.000Z,66,0
54,0,Minnesota,Ripon,1929-10-26T00:00:00.000Z,54,0
0,33,Centre,Kentucky,1929-10-26T00:00:00.000Z,33,0
14,0,Illinois,Michigan,1929-10-26T00:00:00.000Z,14,0
0,0,Indiana,Ohio State,1929-10-26T00:00:00.000Z,0,0
0,14,Wisconsin,Iowa,1929-10-26T00:00:00.000Z,14,0
0,33,Iowa State,Kansas,1929-10-26T00:00:00.000Z,33,0
40,6,Michigan State,NC State,1929-10-26T00:00:00.000Z,40,6
13,13,Navy,Princeton,1929-10-26T00:00:00.000Z,13,13
7,7,Nebraska,Missouri,1929-10-26T00:00:00.000Z,7,7
38,13,North Carolina,Virginia Tech,1929-10-26T00:00:00.000Z,38,13
0,7,Carnegie Mellon,Notre Dame,1929-10-26T00:00:00.000Z,7,0
13,14,Kansas State,Oklahoma,1929-10-26T00:00:00.000Z,14,13
0,14,Washington,Oregon,1929-10-26T00:00:00.000Z,14,0
27,0,Oregon State,Idaho,1929-10-26T00:00:00.000Z,27,0
0,7,Stanford,USC,1929-10-26T00:00:00.000Z,7,0
0,26,Chicago,Purdue,1929-10-26T00:00:00.000Z,26,0
52,0,SMU,Ole Miss,1929-10-26T00:00:00.000Z,52,0
53,7,LSU,Louisiana Tech,1929-10-26T00:00:00.000Z,53,7
0,0,Temple,Washington & Jefferson,1929-10-26T00:00:00.000Z,0,0
0,22,Texas Tech,TCU,1929-10-26T00:00:00.000Z,22,0
27,14,South Carolina,The Citadel,1929-10-31T00:00:00.000Z,27,14
0,0,Texas,SMU,1929-11-02T00:00:00.000Z,0,0
15,21,Georgia,Tulane,1929-11-02T00:00:00.000Z,21,15
45,13,Utah,BYU,1929-11-02T00:00:00.000Z,45,13
10,0,Utah State,Colorado College,1929-11-02T00:00:00.000Z,10,0
13,0,Vanderbilt,Alabama,1929-11-02T00:00:00.000Z,13,0
13,13,Virginia,Maryland,1929-11-02T00:00:00.000Z,13,13
36,6,Virginia Tech,Washington & Lee,1929-11-02T00:00:00.000Z,36,6
0,9,Oregon State,Washington State,1929-11-02T00:00:00.000Z,9,0
27,0,Tennessee,Auburn,1929-11-02T00:00:00.000Z,27,0
33,6,Army,South Dakota,1929-11-02T00:00:00.000Z,33,6
12,0,Furman,Wake Forest,1929-11-02T00:00:00.000Z,12,0
0,73,Puget Sound,Washington,1929-11-02T00:00:00.000Z,73,0
54,0,Texas A&M,Stephen F. Austin,1929-11-02T00:00:00.000Z,54,0
39,0,Stanford,California Tech,1929-11-02T00:00:00.000Z,39,0
7,20,Rice,St. Edward's,1929-11-02T00:00:00.000Z,20,7
7,2,Pennsylvania,Navy,1929-11-02T00:00:00.000Z,7,2
6,0,Mississippi State,Mississippi College,1929-11-02T00:00:00.000Z,6,0
38,0,Michigan State,Case,1929-11-02T00:00:00.000Z,38,0
32,0,Arkansas,LSU,1929-11-02T00:00:00.000Z,32,0
7,15,USC,California,1929-11-02T00:00:00.000Z,15,7
45,14,Colorado State,Western State,1929-11-02T00:00:00.000Z,45,14
0,0,Denver,Colorado,1929-11-02T00:00:00.000Z,0,0
14,0,Harvard,Florida,1929-11-02T00:00:00.000Z,14,0
6,7,Missouri,Kansas State,1929-11-02T00:00:00.000Z,7,6
44,6,Kentucky,Clemson,1929-11-02T00:00:00.000Z,44,6
19,7,Minnesota,Indiana,1929-11-02T00:00:00.000Z,19,7
12,6,Nebraska,Kansas,1929-11-02T00:00:00.000Z,12,6
32,0,North Carolina,NC State,1929-11-02T00:00:00.000Z,32,0
6,0,Northern Colorado,Wyoming,1929-11-02T00:00:00.000Z,6,0
7,0,Northwestern,Illinois,1929-11-02T00:00:00.000Z,7,0
6,26,Georgia Tech,Notre Dame,1929-11-02T00:00:00.000Z,26,6
21,7,Oklahoma,Iowa State,1929-11-02T00:00:00.000Z,21,7
27,0,Oregon,UCLA,1929-11-02T00:00:00.000Z,27,0
4,6,Syracuse,Penn State,1929-11-02T00:00:00.000Z,6,4
18,2,Pittsburgh,Ohio State,1929-11-02T00:00:00.000Z,18,2
0,13,Wisconsin,Purdue,1929-11-02T00:00:00.000Z,13,0
6,6,Sewanee Univ. of the South,Ole Miss,1929-11-02T00:00:00.000Z,6,6
34,0,Baylor,Texas Tech,1929-11-02T00:00:00.000Z,34,0
20,12,Boston College,Duke,1929-11-02T00:00:00.000Z,20,12
20,0,Oklahoma State,Tulsa,1929-11-02T00:00:00.000Z,20,0
25,0,TCU,North Texas,1929-11-02T00:00:00.000Z,25,0
0,0,West Virginia,Fordham,1929-11-05T00:00:00.000Z,0,0
7,19,Pennsylvania,Penn State,1929-11-09T00:00:00.000Z,19,7
24,13,Alabama,Kentucky,1929-11-09T00:00:00.000Z,24,13
52,7,Arkansas,East Central Oklahoma,1929-11-09T00:00:00.000Z,52,7
66,0,USC,Nevada,1929-11-09T00:00:00.000Z,66,0
6,7,Utah State,Colorado State,1929-11-09T00:00:00.000Z,7,6
9,13,Colorado Mines,Colorado,1929-11-09T00:00:00.000Z,13,9
20,0,Syracuse,Niagara,1929-11-09T00:00:00.000Z,20,0
0,18,Wofford,Wake Forest,1929-11-09T00:00:00.000Z,18,0
73,0,Tennessee,Carson-Newman,1929-11-09T00:00:00.000Z,73,0
53,18,California,Montana,1929-11-09T00:00:00.000Z,53,18
0,0,Baylor,Texas,1929-11-09T00:00:00.000Z,0,0
6,7,Boston College,Fordham,1929-11-09T00:00:00.000Z,7,6
0,13,NC State,Davidson,1929-11-09T00:00:00.000Z,13,0
0,36,West Virginia,Detroit Mercy,1929-11-09T00:00:00.000Z,36,0
32,6,Duke,LSU,1929-11-09T00:00:00.000Z,32,6
0,0,Georgetown,Navy,1929-11-09T00:00:00.000Z,0,0
17,7,Illinois,Army,1929-11-09T00:00:00.000Z,17,7
9,7,Iowa,Minnesota,1929-11-09T00:00:00.000Z,9,7
0,7,Oklahoma,Kansas,1929-11-09T00:00:00.000Z,7,0
3,2,Kansas State,Iowa State,1929-11-09T00:00:00.000Z,3,2
13,13,Maryland,Yale,1929-11-09T00:00:00.000Z,13,13
14,12,Michigan,Harvard,1929-11-09T00:00:00.000Z,14,12
19,33,Mississippi State,Michigan State,1929-11-09T00:00:00.000Z,33,19
0,6,Washington (MO),Missouri,1929-11-09T00:00:00.000Z,6,0
27,19,New York University,Georgia,1929-11-09T00:00:00.000Z,27,19
0,40,South Carolina,North Carolina,1929-11-09T00:00:00.000Z,40,0
6,18,Ohio State,Northwestern,1929-11-09T00:00:00.000Z,18,6
19,7,Notre Dame,Drake,1929-11-09T00:00:00.000Z,19,7
21,0,Pittsburgh,Washington & Jefferson,1929-11-09T00:00:00.000Z,21,0
27,7,Purdue,Ole Miss,1929-11-09T00:00:00.000Z,27,7
7,12,Texas A&M,SMU,1929-11-09T00:00:00.000Z,12,7
0,6,Washington,Stanford,1929-11-09T00:00:00.000Z,6,0
24,0,TCU,Rice,1929-11-09T00:00:00.000Z,24,0
52,0,Tulane,Auburn,1929-11-09T00:00:00.000Z,52,0
3,12,Colorado College,Utah,1929-11-09T00:00:00.000Z,12,3
23,7,Vanderbilt,Georgia Tech,1929-11-09T00:00:00.000Z,23,7
12,0,VMI,Clemson,1929-11-09T00:00:00.000Z,12,0
12,32,Virginia,Virginia Tech,1929-11-09T00:00:00.000Z,32,12
41,7,Washington State,Idaho,1929-11-09T00:00:00.000Z,41,7
6,20,Chicago,Wisconsin,1929-11-09T00:00:00.000Z,20,6
25,13,BYU,Northern Colorado,1929-11-11T00:00:00.000Z,25,13
0,13,Wyoming,Montana State,1929-11-11T00:00:00.000Z,13,0
0,14,Georgia Tech,Alabama,1929-11-16T00:00:00.000Z,14,0
7,0,California,Washington,1929-11-16T00:00:00.000Z,7,0
0,21,Syracuse,Colgate,1929-11-16T00:00:00.000Z,21,0
0,6,Colorado State,Colorado,1929-11-16T00:00:00.000Z,6,0
13,0,Denver,Utah State,1929-11-16T00:00:00.000Z,13,0
0,25,Michigan State,Detroit Mercy,1929-11-16T00:00:00.000Z,25,0
0,7,Iowa State,Drake,1929-11-16T00:00:00.000Z,7,0
19,12,Duke,NC State,1929-11-16T00:00:00.000Z,19,12
13,7,Florida,Clemson,1929-11-16T00:00:00.000Z,13,7
24,0,Georgia,Auburn,1929-11-16T00:00:00.000Z,24,0
20,6,Illinois,Chicago,1929-11-16T00:00:00.000Z,20,6
14,19,Northwestern,Indiana,1929-11-16T00:00:00.000Z,19,14
13,0,Kansas,Washington (MO),1929-11-16T00:00:00.000Z,13,0
12,23,VMI,Kentucky,1929-11-16T00:00:00.000Z,23,12
13,6,LSU,Ole Miss,1929-11-16T00:00:00.000Z,13,6
24,0,Maryland,Virginia Tech,1929-11-16T00:00:00.000Z,24,0
6,7,Minnesota,Michigan,1929-11-16T00:00:00.000Z,7,6
61,0,Navy,Wake Forest,1929-11-16T00:00:00.000Z,61,0
14,0,New York University,Missouri,1929-11-16T00:00:00.000Z,14,0
26,7,North Carolina,Davidson,1929-11-16T00:00:00.000Z,26,7
13,12,Notre Dame,USC,1929-11-16T00:00:00.000Z,13,12
13,13,Oklahoma,Nebraska,1929-11-16T00:00:00.000Z,13,13
16,0,Oregon,Oregon State,1929-11-16T00:00:00.000Z,16,0
34,13,Pittsburgh,Carnegie Mellon,1929-11-16T00:00:00.000Z,34,13
7,0,Purdue,Iowa,1929-11-16T00:00:00.000Z,7,0
25,6,SMU,Baylor,1929-11-16T00:00:00.000Z,25,6
13,0,Tennessee,Vanderbilt,1929-11-16T00:00:00.000Z,13,0
6,26,Rice,Texas A&M,1929-11-16T00:00:00.000Z,26,6
12,15,Texas,TCU,1929-11-16T00:00:00.000Z,15,12
18,0,Tulane,Sewanee Univ. of the South,1929-11-16T00:00:00.000Z,18,0
0,44,Wyoming,Utah,1929-11-16T00:00:00.000Z,44,0
13,13,Virginia,Washington & Lee,1929-11-16T00:00:00.000Z,13,13
0,13,Montana,Washington State,1929-11-16T00:00:00.000Z,13,0
0,0,West Virginia,Georgetown,1929-11-16T00:00:00.000Z,0,0
89,7,Army,Dickinson,1929-11-16T00:00:00.000Z,89,7
20,6,Marquette,Boston College,1929-11-16T00:00:00.000Z,20,6
0,2,Furman,South Carolina,1929-11-16T00:00:00.000Z,2,0
7,13,Stanford,Santa Clara,1929-11-16T00:00:00.000Z,13,7
0,24,UCLA,Saint Mary's (CA),1929-11-16T00:00:00.000Z,24,0
0,0,Saint Louis,Oklahoma State,1929-11-16T00:00:00.000Z,0,0
54,0,Ohio State,Kenyon,1929-11-16T00:00:00.000Z,54,0
0,0,Millsaps,Mississippi State,1929-11-16T00:00:00.000Z,0,0
6,27,Penn State,Bucknell,1929-11-16T00:00:00.000Z,27,6
13,2,Arkansas,Centenary (LA),1929-11-16T00:00:00.000Z,13,2
0,0,Wake Forest,Presbyterian College,1929-11-19T00:00:00.000Z,0,0
0,27,Gonzaga,Washington State,1929-11-23T00:00:00.000Z,27,0
24,6,Villanova,NC State,1929-11-23T00:00:00.000Z,24,6
16,14,Temple,Drake,1929-11-23T00:00:00.000Z,16,14
30,6,Navy,WV Wesleyan,1929-11-23T00:00:00.000Z,30,6
7,0,Oregon,Hawai'i,1929-11-23T00:00:00.000Z,7,0
20,7,New York University,Rutgers,1929-11-23T00:00:00.000Z,20,7
13,0,Clemson,The Citadel,1929-11-23T00:00:00.000Z,13,0
19,6,Army,Ohio Wesleyan,1929-11-23T00:00:00.000Z,19,6
13,12,Minnesota,Wisconsin,1929-11-23T00:00:00.000Z,13,12
0,7,Kansas,Missouri,1929-11-23T00:00:00.000Z,7,0
