home_score,away_score,home_team,away_team,date,win_score,lost_score
30,6,Navy,Villanova,1908-11-07T00:00:00.000Z,30,6
16,9,Vanderbilt,Tennessee,1908-11-07T00:00:00.000Z,16,9
24,8,Texas,Texas A&M,1908-11-09T00:00:00.000Z,24,8
5,9,Ole Miss,Rhodes,1908-11-10T00:00:00.000Z,9,5
42,12,Arkansas,Pittsburg State,1908-11-14T00:00:00.000Z,42,12
5,14,Southwestern University,TCU,1908-11-14T00:00:00.000Z,14,5
21,14,Utah,Colorado,1908-11-14T00:00:00.000Z,21,14
15,28,Texas,Tulane,1908-11-18T00:00:00.000Z,28,15
9,8,Alabama,Haskell,1908-11-20T00:00:00.000Z,9,8
64,8,Illinois,Northwestern,1908-11-21T00:00:00.000Z,64,8
44,6,Mississippi State,Ole Miss,1908-11-26T00:00:00.000Z,44,6
12,3,Navy,Rutgers,1909-10-09T00:00:00.000Z,12,3
28,3,Vanderbilt,Rose-Hulman,1909-10-09T00:00:00.000Z,28,3
8,8,Penn State,Carlisle,1909-10-09T00:00:00.000Z,8,8
14,8,Chicago,Illinois,1909-10-16T00:00:00.000Z,14,8
32,3,Colorado State,Wyoming,1909-10-16T00:00:00.000Z,32,3
14,11,Carlisle,Syracuse,1909-10-16T00:00:00.000Z,14,11
3,5,Kansas State,Kansas,1909-10-16T00:00:00.000Z,5,3
14,3,Pittsburgh,Carlisle,1909-10-23T00:00:00.000Z,14,3
12,13,Iowa,Missouri,1909-10-30T00:00:00.000Z,13,12
11,21,Northwestern,Wisconsin,1909-10-30T00:00:00.000Z,21,11
42,8,Oklahoma,Washburn,1909-11-05T00:00:00.000Z,42,8
3,11,Michigan,Notre Dame,1909-11-06T00:00:00.000Z,11,3
3,18,Austin,TCU,1909-11-06T00:00:00.000Z,18,3
17,14,Drake,Iowa,1909-11-06T00:00:00.000Z,17,14
17,3,Pittsburgh,Washington & Jefferson,1909-11-13T00:00:00.000Z,17,3
8,17,George Washington,Virginia Tech,1909-11-13T00:00:00.000Z,17,8
26,3,Purdue,Rose-Hulman,1909-11-13T00:00:00.000Z,26,3
20,7,Kansas,Iowa,1909-11-20T00:00:00.000Z,20,7
3,16,Hardin-Simmons,Baylor,1909-11-20T00:00:00.000Z,16,3
3,36,Purdue,Indiana,1909-11-20T00:00:00.000Z,36,3
29,3,Georgia Tech,Clemson,1909-11-25T00:00:00.000Z,29,3
12,61,Cheyenne High,Wyoming,1910-10-01T00:00:00.000Z,61,12
101,0,Georgia,Locust Grove,1910-10-01T00:00:00.000Z,101,0
63,3,Texas,Haskell,1910-10-15T00:00:00.000Z,63,3
25,3,Southwestern University,TCU,1910-10-15T00:00:00.000Z,25,3
9,3,Army,Yale,1910-10-15T00:00:00.000Z,9,3
52,3,Baylor,Haskell,1910-10-18T00:00:00.000Z,52,3
17,21,Utah,Colorado College,1910-10-22T00:00:00.000Z,21,17
10,3,Kentucky,Tulane,1910-10-29T00:00:00.000Z,10,3
15,8,Colorado College,Kansas State,1910-11-05T00:00:00.000Z,15,8
45,3,Penn State,Bucknell,1910-11-12T00:00:00.000Z,45,3
27,3,Missouri,Washington (MO),1910-11-12T00:00:00.000Z,27,3
100,0,Arkansas,Missouri State,1911-09-30T00:00:00.000Z,100,0
65,5,Arkansas,Drury,1911-10-07T00:00:00.000Z,65,5
15,3,Florida,The Citadel,1911-10-07T00:00:00.000Z,15,3
29,9,Colorado College,Wyoming,1911-10-07T00:00:00.000Z,29,9
5,47,Birmingham,Alabama,1911-10-07T00:00:00.000Z,47,5
117,0,Nebraska,Kearney,1911-10-07T00:00:00.000Z,117,0
21,3,Minnesota,Nebraska,1911-10-21T00:00:00.000Z,21,3
94,0,Virginia Tech,Roanoke,1911-10-24T00:00:00.000Z,94,0
8,2,Colorado,Colorado College,1911-11-04T00:00:00.000Z,8,2
20,2,Army,Bucknell,1911-11-11T00:00:00.000Z,20,2
36,11,Virginia Tech,Tennessee,1911-11-11T00:00:00.000Z,36,11
44,3,Arkansas,Missouri-Rolla,1911-11-11T00:00:00.000Z,44,3
22,11,Texas A&M,Baylor,1911-11-18T00:00:00.000Z,22,11
27,13,Illinois,Northwestern,1911-11-18T00:00:00.000Z,27,13
105,0,Vanderbilt,Bethel,1912-09-28T00:00:00.000Z,105,0
39,6,Arkansas,Henderson State,1912-09-28T00:00:00.000Z,39,6
55,7,Missouri,Central Methodist,1912-09-28T00:00:00.000Z,55,7
19,7,Kansas State,Southwestern (Kansas),1912-09-28T00:00:00.000Z,19,7
85,3,LSU,Louisiana,1912-10-05T00:00:00.000Z,85,3
7,3,Navy,Johns Hopkins,1912-10-05T00:00:00.000Z,7,3
13,3,Pittsburgh,Westminster (Pennsylvania),1912-10-05T00:00:00.000Z,13,3
100,3,Vanderbilt,Maryville TN,1912-10-05T00:00:00.000Z,100,3
42,7,Virginia Tech,Hampden-Sydney,1912-10-05T00:00:00.000Z,42,7
16,20,The Citadel,Georgia Tech,1912-10-05T00:00:00.000Z,20,16
14,13,Colorado State,Denver,1912-10-05T00:00:00.000Z,14,13
87,3,Illinois,Illinois Wesleyan,1912-10-05T00:00:00.000Z,87,3
35,7,Iowa,Northern Iowa,1912-10-07T00:00:00.000Z,35,7
7,13,Arkansas,Oklahoma State,1912-10-12T00:00:00.000Z,13,7
24,7,Iowa State,Simpson College,1912-10-12T00:00:00.000Z,24,7
20,3,Georgia Tech,Alabama,1912-10-12T00:00:00.000Z,20,3
22,7,Kansas State,Emporia State,1912-10-19T00:00:00.000Z,22,7
34,14,Chicago,Iowa,1912-10-19T00:00:00.000Z,34,14
7,10,LSU,Ole Miss,1912-10-19T00:00:00.000Z,10,7
8,45,Pittsburgh,Carlisle,1912-10-19T00:00:00.000Z,45,8
19,6,Tulane,Mississippi College,1912-10-19T00:00:00.000Z,19,6
14,7,Texas,Haskell,1912-10-26T00:00:00.000Z,14,7
13,9,Georgia,Alabama,1912-10-26T00:00:00.000Z,13,9
52,14,Clemson,The Citadel,1912-10-26T00:00:00.000Z,52,14
13,6,Navy,Pittsburgh,1912-10-26T00:00:00.000Z,13,6
56,7,Minnesota,Iowa,1912-10-26T00:00:00.000Z,56,7
31,7,Iowa State,Grinnell,1912-10-26T00:00:00.000Z,31,7
37,10,Georgetown,North Carolina,1912-11-02T00:00:00.000Z,37,10
7,27,Georgia Tech,Auburn,1912-11-02T00:00:00.000Z,27,7
13,13,Sewanee Univ. of the South,Georgia,1912-11-02T00:00:00.000Z,13,13
33,7,Indiana,Earlham,1912-11-02T00:00:00.000Z,33,7
28,7,Kansas State,Emporia College,1912-11-08T00:00:00.000Z,28,7
14,23,Wake Forest,Virginia Medical,1912-11-09T00:00:00.000Z,23,14
9,9,Illinois,Purdue,1912-11-09T00:00:00.000Z,9,9
27,24,Tulane,Mississippi State,1912-11-09T00:00:00.000Z,27,24
7,17,Navy,Bucknell,1912-11-09T00:00:00.000Z,17,7
27,14,Mercer,Tennessee,1912-11-09T00:00:00.000Z,27,14
7,30,Lafayette,Syracuse,1912-11-09T00:00:00.000Z,30,7
64,7,Wisconsin,Arkansas,1912-11-09T00:00:00.000Z,64,7
27,21,Pennsylvania,Michigan,1912-11-09T00:00:00.000Z,27,21
53,14,Texas,Ole Miss,1912-11-13T00:00:00.000Z,53,14
23,7,Florida,Stetson,1912-11-15T00:00:00.000Z,23,7
41,7,Texas A&M,Mississippi State,1912-11-16T00:00:00.000Z,41,7
44,7,Utah State,Logan All-Stars,1912-11-16T00:00:00.000Z,44,7
16,13,Georgetown,Virginia,1912-11-16T00:00:00.000Z,16,13
91,0,Purdue,Rose-Hulman,1912-11-17T00:00:00.000Z,91,0
3,24,Colorado,Colorado Mines,1912-11-23T00:00:00.000Z,24,3
25,41,Wyoming,Kearney,1912-11-23T00:00:00.000Z,41,25
3,23,Drake,Iowa State,1912-11-23T00:00:00.000Z,23,3
7,7,Vanderbilt,Auburn,1912-11-23T00:00:00.000Z,7,7
34,7,Purdue,Indiana,1912-11-24T00:00:00.000Z,34,7
26,2,South Carolina,The Citadel,1912-11-28T00:00:00.000Z,26,2
48,3,Indiana,DePauw,1913-09-27T00:00:00.000Z,48,3
108,0,Georgia,Alabama Presbyterian,1913-10-04T00:00:00.000Z,108,0
58,7,Wisconsin,Lawrence,1913-10-04T00:00:00.000Z,58,7
0,83,Central Oklahoma,Oklahoma,1913-10-04T00:00:00.000Z,83,0
21,7,Chicago,Indiana,1913-10-04T00:00:00.000Z,21,7
9,7,Baylor,Texas State,1913-10-04T00:00:00.000Z,9,7
144,0,Florida,Florida Southern,1913-10-06T00:00:00.000Z,144,0
89,6,Utah,Fort Douglas,1913-10-11T00:00:00.000Z,89,6
27,10,South Carolina,Wake Forest,1913-10-11T00:00:00.000Z,27,10
6,71,Chattanooga,Georgia Tech,1913-10-12T00:00:00.000Z,71,6
7,12,Michigan,Michigan State,1913-10-18T00:00:00.000Z,12,7
20,17,Missouri,Oklahoma,1913-10-18T00:00:00.000Z,20,17
38,7,Virginia,VMI,1913-10-18T00:00:00.000Z,38,7
7,37,Washington (MO),Iowa State,1913-10-18T00:00:00.000Z,37,7
13,21,Iowa State,Missouri,1913-10-25T00:00:00.000Z,21,13
16,7,Colorado,Colorado State,1913-10-25T00:00:00.000Z,16,7
6,78,Northwestern,Iowa,1913-10-25T00:00:00.000Z,78,6
14,14,Marietta,West Virginia,1913-11-01T00:00:00.000Z,14,14
44,13,Missouri,Missouri-Rolla,1913-11-01T00:00:00.000Z,44,13
43,7,Michigan,Syracuse,1913-11-01T00:00:00.000Z,43,7
13,35,Army,Notre Dame,1913-11-01T00:00:00.000Z,35,13
26,7,Arkansas,Austin,1913-11-01T00:00:00.000Z,26,7
18,15,Georgia,Clemson,1913-11-06T00:00:00.000Z,18,15
7,47,Wake Forest,Gallaudet,1913-11-08T00:00:00.000Z,47,7
70,7,Navy,Bucknell,1913-11-08T00:00:00.000Z,70,7
8,7,Georgetown,Virginia,1913-11-15T00:00:00.000Z,8,7
20,21,Northwestern,Indiana,1913-11-15T00:00:00.000Z,21,20
18,13,Florida,The Citadel,1913-11-15T00:00:00.000Z,18,13
10,21,Arkansas,Ole Miss,1913-11-15T00:00:00.000Z,21,10
31,9,Tulane,Southwestern University,1913-11-15T00:00:00.000Z,31,9
26,14,Occidental,Utah,1913-11-15T00:00:00.000Z,26,14
45,7,Iowa,Iowa State,1913-11-15T00:00:00.000Z,45,7
9,19,Illinois,Minnesota,1913-11-22T00:00:00.000Z,19,9
27,35,Syracuse,Carlisle,1913-11-22T00:00:00.000Z,35,27
63,13,Vanderbilt,Sewanee Univ. of the South,1913-11-22T00:00:00.000Z,63,13
42,13,South Carolina,The Citadel,1913-11-26T00:00:00.000Z,42,13
22,9,Army,Navy,1913-11-29T00:00:00.000Z,22,9
134,0,Oklahoma State,Phillips,1914-10-03T00:00:00.000Z,134,0
55,3,Tennessee,King,1914-10-03T00:00:00.000Z,55,3
48,2,Kansas,William Jewell,1914-10-03T00:00:00.000Z,48,2
96,6,Oklahoma,East Central Oklahoma,1914-10-09T00:00:00.000Z,96,6
103,0,Notre Dame,Rose-Hulman,1914-10-10T00:00:00.000Z,103,0
9,15,Arkansas,Ouachita,1914-10-10T00:00:00.000Z,15,9
29,7,Minnesota,South Dakota,1914-10-17T00:00:00.000Z,29,7
19,13,Kentucky,Mississippi State,1914-10-17T00:00:00.000Z,19,13
7,32,Drake,Kansas,1914-10-17T00:00:00.000Z,32,7
7,46,Utah,Colorado College,1914-10-17T00:00:00.000Z,46,7
49,7,Virginia,South Carolina,1914-10-17T00:00:00.000Z,49,7
26,13,NC State,West Virginia,1914-10-22T00:00:00.000Z,26,13
10,48,Wyoming,Colorado State,1914-10-24T00:00:00.000Z,48,10
63,9,Texas A&M,LSU,1914-10-31T00:00:00.000Z,63,9
16,14,Navy,NC State,1914-10-31T00:00:00.000Z,16,14
28,14,Baylor,TCU,1914-11-07T00:00:00.000Z,28,14
13,24,Colorado State,Colorado College,1914-11-07T00:00:00.000Z,24,13
34,3,Michigan,Pennsylvania,1914-11-07T00:00:00.000Z,34,3
10,52,Kansas State,Oklahoma,1914-11-13T00:00:00.000Z,52,10
31,21,Navy,Colby,1914-11-14T00:00:00.000Z,31,21
23,27,VMI,Clemson,1914-11-14T00:00:00.000Z,27,23
13,28,Michigan,Cornell,1914-11-14T00:00:00.000Z,28,13
66,7,Texas,Ole Miss,1914-11-17T00:00:00.000Z,66,7
23,13,Purdue,Indiana,1914-11-21T00:00:00.000Z,23,13
16,26,Kansas State,Washburn,1914-11-25T00:00:00.000Z,26,16
14,9,WV Wesleyan,West Virginia,1914-11-26T00:00:00.000Z,14,9
13,20,Rutgers,Washington & Jefferson,1914-11-28T00:00:00.000Z,20,13
0,99,Furman,Clemson,1915-09-25T00:00:00.000Z,99,0
48,13,Nebraska,Drake,1915-10-02T00:00:00.000Z,48,13
19,3,Virginia Tech,Randolph-Macon,1915-10-02T00:00:00.000Z,19,3
12,47,Navy,Pittsburgh,1915-10-09T00:00:00.000Z,47,12
54,13,Kentucky,Earlham,1915-10-09T00:00:00.000Z,54,13
75,7,Illinois,Missouri-Rolla,1915-10-09T00:00:00.000Z,75,7
9,21,Utah,Colorado State,1915-10-16T00:00:00.000Z,21,9
36,13,Tulane,Spring Hill,1915-10-16T00:00:00.000Z,36,13
27,12,Penn State,Gettysburg,1915-10-16T00:00:00.000Z,27,12
10,19,NC State,South Carolina,1915-10-21T00:00:00.000Z,19,10
7,36,LSU,Georgia Tech,1915-10-22T00:00:00.000Z,36,7
20,19,Nebraska,Notre Dame,1915-10-23T00:00:00.000Z,20,19
33,3,Texas A&M,Missouri-Rolla,1915-10-23T00:00:00.000Z,33,3
51,13,Minnesota,Iowa,1915-10-23T00:00:00.000Z,51,13
35,3,Utah,Colorado,1915-10-30T00:00:00.000Z,35,3
23,10,Alabama,Sewanee Univ. of the South,1915-10-30T00:00:00.000Z,23,10
6,92,Marshall,West Virginia,1915-11-06T00:00:00.000Z,92,6
35,10,Virginia,Vanderbilt,1915-11-06T00:00:00.000Z,35,10
74,6,Mississippi College,Ole Miss,1915-11-13T00:00:00.000Z,74,6
41,13,Missouri,Drake,1915-11-13T00:00:00.000Z,41,13
52,7,Nebraska,Iowa,1915-11-20T00:00:00.000Z,52,7
27,9,Virginia Tech,VMI,1915-11-25T00:00:00.000Z,27,9
2,55,Rice,Notre Dame,1915-11-27T00:00:00.000Z,55,2
39,3,Kentucky,Butler,1916-09-30T00:00:00.000Z,39,3
61,3,Yale,Virginia,1916-10-07T00:00:00.000Z,61,3
90,0,Oklahoma State,Northwestern Oklahoma State,1916-10-07T00:00:00.000Z,90,0
140,0,Oklahoma,Southwestern Oklahoma State,1916-10-07T00:00:00.000Z,140,0
50,7,Penn State,Bucknell,1916-10-07T00:00:00.000Z,50,7
47,2,Colorado College,New Mexico,1916-10-07T00:00:00.000Z,47,2
222,0,Georgia Tech,Cumberland,1916-10-07T00:00:00.000Z,222,0
14,39,California,Oregon,1916-10-21T00:00:00.000Z,39,14
69,7,Army,Villanova,1916-10-28T00:00:00.000Z,69,7
38,13,North Carolina,VMI,1916-10-28T00:00:00.000Z,38,13
23,20,Cornell,Michigan,1916-11-11T00:00:00.000Z,23,20
146,3,Rice,SMU,1916-11-17T00:00:00.000Z,146,3
5,61,NC State,Georgetown,1916-11-18T00:00:00.000Z,61,5
16,19,Iowa State,Iowa,1916-11-18T00:00:00.000Z,19,16
57,7,Navy,Villanova,1916-11-18T00:00:00.000Z,57,7
15,27,Utah State,Idaho,1916-11-25T00:00:00.000Z,27,15
17,34,Iowa,Nebraska,1916-11-25T00:00:00.000Z,34,17
15,7,Army,Navy,1916-11-25T00:00:00.000Z,15,7
40,3,West Virginia,Catholic,1916-11-25T00:00:00.000Z,40,3
14,32,TCU,Baylor,1916-11-30T00:00:00.000Z,32,14
47,16,Rice,Arizona,1916-11-30T00:00:00.000Z,47,16
54,7,West Virginia,WV Wesleyan,1916-11-30T00:00:00.000Z,54,7
36,14,Mississippi College,Ole Miss,1916-11-30T00:00:00.000Z,36,14
33,14,Iowa State,Drake,1916-11-30T00:00:00.000Z,33,14
179,0,Oklahoma,Kingfisher,1917-09-29T00:00:00.000Z,179,0
52,9,Oklahoma,Phillips,1917-10-06T00:00:00.000Z,52,9
59,6,Virginia Tech,Emory & Henry,1917-10-13T00:00:00.000Z,59,6
98,0,Texas A&M,Dallas,1917-10-13T00:00:00.000Z,98,0
3,51,Wyoming,Colorado Mines,1917-10-13T00:00:00.000Z,51,3
32,10,Georgia Tech,Davidson,1917-10-13T00:00:00.000Z,32,10
53,13,Rice,Austin,1917-10-19T00:00:00.000Z,53,13
7,2,Brown,Boston College,1917-10-20T00:00:00.000Z,7,2
20,20,Montana State,Colorado State,1917-10-20T00:00:00.000Z,20,20
29,13,Maryland,Wake Forest,1917-10-27T00:00:00.000Z,29,13
33,9,Minnesota,Indiana,1917-10-27T00:00:00.000Z,33,9
16,27,Wofford,Clemson,1917-11-01T00:00:00.000Z,27,16
55,13,Rice,Haskell,1917-11-03T00:00:00.000Z,55,13
41,14,Mississippi State,Ole Miss,1917-11-03T00:00:00.000Z,41,14
34,13,Rice,Southwestern University,1917-11-10T00:00:00.000Z,34,13
72,7,Davidson,Wake Forest,1917-11-17T00:00:00.000Z,72,7
25,14,Northwestern,Iowa,1917-11-17T00:00:00.000Z,25,14
80,3,Navy,Villanova,1917-11-17T00:00:00.000Z,80,3
68,7,Georgia Tech,Auburn,1917-11-29T00:00:00.000Z,68,7
118,0,Georgia Tech,Furman,1918-10-12T00:00:00.000Z,118,0
66,6,Michigan State,Hillsdale,1918-10-12T00:00:00.000Z,66,6
123,0,Georgia Tech,11th Cavalry,1918-10-19T00:00:00.000Z,123,0
7,25,St. Thomas,Minnesota,1918-10-19T00:00:00.000Z,25,7
7,67,Wabash College,Notre Dame,1918-11-02T00:00:00.000Z,67,7
13,66,Clemson,Camp Hancock,1918-11-09T00:00:00.000Z,66,13
40,14,California,Saint Mary's (CA),1918-11-09T00:00:00.000Z,40,14
19,14,Maryland,McDaniel,1918-11-09T00:00:00.000Z,19,14
127,0,Navy,Ursinus,1918-11-16T00:00:00.000Z,127,0
53,6,Purdue,Wabash College,1918-11-16T00:00:00.000Z,53,6
14,54,Rutgers,Great Lakes Navy,1918-11-16T00:00:00.000Z,54,14
25,8,USC,Stanford,1918-11-23T00:00:00.000Z,25,8
32,2,Tennessee,Maryville TN,1919-10-03T00:00:00.000Z,32,2
41,12,Missouri,Drury,1919-10-04T00:00:00.000Z,41,12
157,0,Oklahoma,Kingfisher,1919-10-04T00:00:00.000Z,157,0
60,7,Notre Dame,Mount Union,1919-10-11T00:00:00.000Z,60,7
25,13,Auburn,Camp Gordon,1919-10-12T00:00:00.000Z,25,13
34,21,Colorado State,Utah,1919-10-18T00:00:00.000Z,34,21
48,7,Penn State,Ursinus,1919-10-25T00:00:00.000Z,48,7
39,7,Furman,Wake Forest,1919-10-25T00:00:00.000Z,39,7
120,0,Washington,Whitman,1919-10-25T00:00:00.000Z,120,0
7,63,Arkansas,Tulsa,1919-11-01T00:00:00.000Z,63,7
121,0,Navy,Colby,1919-11-15T00:00:00.000Z,121,0
13,33,Purdue,Notre Dame,1919-11-22T00:00:00.000Z,33,13
33,21,Vanderbilt,Sewanee Univ. of the South,1919-11-27T00:00:00.000Z,33,21
14,42,Montana,Washington State,1919-11-27T00:00:00.000Z,42,14
110,0,Texas A&M,Daniel Baker,1920-10-02T00:00:00.000Z,110,0
41,3,Minnesota,North Dakota,1920-10-02T00:00:00.000Z,41,3
75,6,Virginia Tech,Emory & Henry,1920-10-09T00:00:00.000Z,75,6
2,19,Arkansas,TCU,1920-10-16T00:00:00.000Z,19,2
79,7,California,Nevada,1920-10-16T00:00:00.000Z,79,7
109,7,Penn State,Lebanon Valley,1920-10-23T00:00:00.000Z,109,7
56,6,Auburn,Vanderbilt,1920-10-23T00:00:00.000Z,56,6
24,14,Oklahoma,Washington (MO),1920-10-23T00:00:00.000Z,24,14
41,9,LSU,Mississippi College,1920-10-30T00:00:00.000Z,41,9
17,27,Army,Notre Dame,1920-10-30T00:00:00.000Z,27,17
21,16,TCU,Southwestern University,1920-11-20T00:00:00.000Z,21,16
90,7,NC State,Wofford,1920-11-20T00:00:00.000Z,90,7
31,2,TCU,Hardin-Simmons,1920-11-27T00:00:00.000Z,31,2
57,10,Notre Dame,DePauw,1921-10-01T00:00:00.000Z,57,10
28,21,Oklahoma State,TCU,1921-10-08T00:00:00.000Z,28,21
47,21,Utah State,Ogden A.C.,1921-10-08T00:00:00.000Z,47,21
51,6,California,Nevada,1921-10-08T00:00:00.000Z,51,6
48,14,Georgia Tech,Rutgers,1921-10-22T00:00:00.000Z,48,14
21,21,Penn State,Harvard,1921-10-22T00:00:00.000Z,21,21
35,14,Colorado,Colorado College,1921-11-05T00:00:00.000Z,35,14
31,3,Idaho,Wyoming,1921-11-11T00:00:00.000Z,31,3
21,23,Columbia,Ohio,1921-11-12T00:00:00.000Z,23,21
72,3,California,Washington,1921-11-12T00:00:00.000Z,72,3
82,13,Georgia,Newberry,1922-09-23T00:00:00.000Z,82,13
45,14,California,Santa Clara,1922-09-30T00:00:00.000Z,45,14
62,3,North Carolina,Wake Forest,1922-09-30T00:00:00.000Z,62,3
20,15,Rutgers,Fordham,1922-10-07T00:00:00.000Z,20,15
41,10,Texas,Phillips,1922-10-07T00:00:00.000Z,41,10
3,42,BYU,Utah State,1922-10-07T00:00:00.000Z,42,3
60,13,Baylor,Arkansas,1922-10-21T00:00:00.000Z,60,13
50,6,Auburn,Mercer,1922-10-21T00:00:00.000Z,50,6
12,19,Tulane,North Carolina,1922-11-04T00:00:00.000Z,19,12
46,14,SMU,Southwestern University,1922-11-04T00:00:00.000Z,46,14
47,3,Alabama,LSU,1922-11-10T00:00:00.000Z,47,3
61,13,California,Nevada,1922-11-18T00:00:00.000Z,61,13
58,14,Northwestern,Monmouth,1922-11-18T00:00:00.000Z,58,14
37,3,Iowa,Northwestern,1922-11-25T00:00:00.000Z,37,3
47,14,Florida,Clemson,1922-12-02T00:00:00.000Z,47,14
32,12,Carnegie Mellon,Toledo,1923-09-29T00:00:00.000Z,32,12
16,15,BYU,Montana State,1923-09-29T00:00:00.000Z,16,15
23,23,Colgate,Ohio State,1923-10-13T00:00:00.000Z,23,23
55,6,Stanford,Santa Clara,1923-10-13T00:00:00.000Z,55,6
2,25,Princeton,Notre Dame,1923-10-20T00:00:00.000Z,25,2
62,7,Oklahoma,Washington (MO),1923-10-20T00:00:00.000Z,62,7
13,2,Tennessee,Tulane,1923-11-03T00:00:00.000Z,13,2
31,10,Yale,Army,1923-11-03T00:00:00.000Z,31,10
105,3,Utah,Albertson,1923-11-03T00:00:00.000Z,105,3
51,7,Vanderbilt,Tennessee,1923-11-10T00:00:00.000Z,51,7
30,3,Alabama,LSU,1923-11-16T00:00:00.000Z,30,3
12,26,NC State,Maryland,1923-11-17T00:00:00.000Z,26,12
69,6,USC,Arizona,1923-11-17T00:00:00.000Z,69,6
20,26,Oklahoma,Drake,1923-11-29T00:00:00.000Z,26,20
19,8,Tulane,Washington (MO),1923-11-29T00:00:00.000Z,19,8
34,12,Nebraska,Kansas State,1923-11-29T00:00:00.000Z,34,12
15,13,Georgia Tech,Penn State,1924-10-18T00:00:00.000Z,15,13
3,38,Wisconsin,Notre Dame,1924-11-08T00:00:00.000Z,38,3
19,40,Carnegie Mellon,Notre Dame,1924-11-29T00:00:00.000Z,40,19
54,3,West Virginia,Grove City,1925-10-17T00:00:00.000Z,54,3
28,16,TCU,Hardin-Simmons,1925-10-17T00:00:00.000Z,28,16
64,2,Washington,Whitman,1925-10-24T00:00:00.000Z,64,2
37,9,Tulane,Louisiana Tech,1925-11-07T00:00:00.000Z,37,9
43,18,Colorado State,Northern Colorado,1925-11-07T00:00:00.000Z,43,18
43,14,Yale,Maryland,1925-11-07T00:00:00.000Z,43,14
7,80,Puget Sound,Washington,1925-11-21T00:00:00.000Z,80,7
15,14,Washington,Oregon,1925-11-28T00:00:00.000Z,15,14
20,11,Hawai'i,Washington State,1926-01-01T00:00:00.000Z,20,11
9,23,Oregon,Washington,1926-10-09T00:00:00.000Z,23,9
33,15,Drake,Ole Miss,1926-10-23T00:00:00.000Z,33,15
27,2,Wisconsin,Indiana,1926-10-23T00:00:00.000Z,27,2
32,9,Georgia,Florida,1926-10-30T00:00:00.000Z,32,9
53,7,Navy,WV Wesleyan,1926-11-06T00:00:00.000Z,53,7
27,32,Rhodes,Ole Miss,1926-11-06T00:00:00.000Z,32,27
26,19,NC State,Duke,1926-11-13T00:00:00.000Z,26,19
21,15,Army,Ursinus,1926-11-20T00:00:00.000Z,21,15
18,45,Chattanooga,Vanderbilt,1927-09-24T00:00:00.000Z,45,18
21,2,Virginia Tech,Roanoke,1927-09-24T00:00:00.000Z,21,2
52,12,USC,Santa Clara,1927-10-01T00:00:00.000Z,52,12
30,13,Wyoming,Chadron State,1927-10-15T00:00:00.000Z,30,13
26,28,Oklahoma State,Tulsa,1927-10-22T00:00:00.000Z,28,26
19,34,Northwestern,Missouri,1927-10-29T00:00:00.000Z,34,19
61,7,Washington,Whitman,1927-10-29T00:00:00.000Z,61,7
28,18,Colorado,Colorado Mines,1927-10-29T00:00:00.000Z,28,18
13,39,SMU,Texas A&M,1927-11-05T00:00:00.000Z,39,13
47,13,Nebraska,Kansas,1927-11-05T00:00:00.000Z,47,13
61,6,Ohio State,Denison,1927-11-12T00:00:00.000Z,61,6
18,20,Duke,NC State,1927-11-12T00:00:00.000Z,20,18
33,20,Arkansas,Oklahoma State,1927-11-12T00:00:00.000Z,33,20
38,19,BYU,Colorado Mines,1927-11-19T00:00:00.000Z,38,19
39,20,Vanderbilt,Maryland,1927-11-19T00:00:00.000Z,39,20
18,25,Kansas State,Oklahoma State,1927-11-24T00:00:00.000Z,25,18
27,18,Nebraska,New York University,1927-11-24T00:00:00.000Z,27,18
21,8,Stanford,West Coast Army,1928-09-22T00:00:00.000Z,21,8
40,12,USC,Utah State,1928-09-29T00:00:00.000Z,40,12
28,19,Missouri,Iowa State,1928-10-20T00:00:00.000Z,28,19
19,19,Wisconsin,Purdue,1928-10-20T00:00:00.000Z,19,19
38,18,Duke,Mercer,1928-11-03T00:00:00.000Z,38,18
38,12,Army,DePauw,1928-11-03T00:00:00.000Z,38,12
78,7,USC,Arizona,1928-11-10T00:00:00.000Z,78,7
19,24,Colorado College,Colorado,1928-11-17T00:00:00.000Z,24,19
48,25,Colorado College,Wyoming,1928-11-24T00:00:00.000Z,48,25
46,20,Colorado State,Colorado Mines,1928-11-24T00:00:00.000Z,46,20
32,13,New Mexico,Colorado Mines,1928-11-29T00:00:00.000Z,32,13
20,24,Virginia,North Carolina,1928-11-29T00:00:00.000Z,24,20
30,16,Purdue,Michigan,1929-10-12T00:00:00.000Z,30,16
71,7,Oregon State,Portland,1929-10-12T00:00:00.000Z,71,7
85,6,Syracuse,Johns Hopkins,1929-10-19T00:00:00.000Z,85,6
45,13,Navy,Duke,1929-10-19T00:00:00.000Z,45,13
31,20,Baylor,Arkansas,1929-10-19T00:00:00.000Z,31,20
21,19,California,Olympic Club,1929-10-26T00:00:00.000Z,21,19
58,6,Washington State,Whitman,1929-10-26T00:00:00.000Z,58,6
53,18,California,Montana,1929-11-09T00:00:00.000Z,53,18
19,33,Mississippi State,Michigan State,1929-11-09T00:00:00.000Z,33,19
27,19,New York University,Georgia,1929-11-09T00:00:00.000Z,27,19
89,7,Army,Dickinson,1929-11-16T00:00:00.000Z,89,7
31,12,Nebraska,Iowa State,1929-11-28T00:00:00.000Z,31,12
39,8,Maryland,Johns Hopkins,1929-11-28T00:00:00.000Z,39,8
