home_score,away_score,home_team,away_team,date,win_score,lost_score
31,14,Penn State,Niagara,1930-09-27T00:00:00.000Z,31,14
84,0,Tulane,Louisiana,1930-09-27T00:00:00.000Z,84,0
75,2,Carnegie Mellon,Buffalo,1930-09-27T00:00:00.000Z,75,2
40,13,Yale,Maryland,1930-10-04T00:00:00.000Z,40,13
21,39,Virginia Tech,North Carolina,1930-10-04T00:00:00.000Z,39,21
19,35,Pittsburgh,Notre Dame,1930-10-25T00:00:00.000Z,35,19
37,14,Navy,WV Wesleyan,1930-11-01T00:00:00.000Z,37,14
20,60,Pennsylvania,Notre Dame,1930-11-08T00:00:00.000Z,60,20
19,11,Michigan State,North Dakota State,1930-11-08T00:00:00.000Z,19,11
20,49,Temple,Drake,1930-11-29T00:00:00.000Z,49,20
7,4,Baylor,Rice,1930-11-29T00:00:00.000Z,7,4
49,13,Hawai'i,BYU,1930-12-10T00:00:00.000Z,49,13
34,9,Oklahoma State,Bethany (Kansas),1931-09-19T00:00:00.000Z,34,9
67,6,Ohio State,Cincinnati,1931-10-03T00:00:00.000Z,67,6
21,26,Ohio State,Vanderbilt,1931-10-10T00:00:00.000Z,26,21
38,20,Utah State,Western State,1931-10-10T00:00:00.000Z,38,20
41,20,Maryland,VMI,1931-10-24T00:00:00.000Z,41,20
59,7,Tulane,Mississippi State,1931-10-31T00:00:00.000Z,59,7
20,32,Drake,Missouri,1931-11-06T00:00:00.000Z,32,20
49,6,Purdue,Centenary (LA),1931-11-07T00:00:00.000Z,49,6
39,12,Vanderbilt,Maryland,1931-11-07T00:00:00.000Z,39,12
74,7,Alabama,Clemson,1931-11-14T00:00:00.000Z,74,7
93,0,Michigan State,Alma,1932-09-24T00:00:00.000Z,93,0
34,25,Tulane,Georgia,1932-10-08T00:00:00.000Z,34,25
46,13,Harvard,Penn State,1932-10-15T00:00:00.000Z,46,13
29,14,Tulsa,George Washington,1932-10-22T00:00:00.000Z,29,14
18,32,Clemson,Georgia,1932-11-11T00:00:00.000Z,32,18
46,2,Kentucky,Maryville TN,1933-09-23T00:00:00.000Z,46,2
39,2,Georgia Tech,Clemson,1933-09-30T00:00:00.000Z,39,2
26,9,Tulane,Sewanee Univ. of the South,1933-11-25T00:00:00.000Z,26,9
56,12,Minnesota,North Dakota State,1934-09-29T00:00:00.000Z,56,12
76,7,New Mexico,New Mexico Highlands,1934-09-29T00:00:00.000Z,76,7
27,20,Marquette,Kansas State,1934-10-12T00:00:00.000Z,27,20
48,19,Texas Tech,DePaul,1934-11-16T00:00:00.000Z,48,19
85,7,Ohio State,Drake,1935-10-12T00:00:00.000Z,85,7
18,21,Texas,Baylor,1936-10-17T00:00:00.000Z,21,18
26,18,Northwestern,Wisconsin,1936-11-07T00:00:00.000Z,26,18
26,8,Georgia,Florida,1936-11-07T00:00:00.000Z,26,8
47,19,Minnesota,Texas,1936-11-14T00:00:00.000Z,47,19
38,14,Georgia Tech,Florida,1936-11-21T00:00:00.000Z,38,14
14,59,Virginia,North Carolina,1936-11-26T00:00:00.000Z,59,14
30,14,Penn State,Bucknell,1937-10-09T00:00:00.000Z,30,14
19,18,Kansas,Texas,1938-09-24T00:00:00.000Z,19,18
63,12,Boston College,Canisius,1938-09-24T00:00:00.000Z,63,12
13,31,Iowa,Wisconsin,1938-10-08T00:00:00.000Z,31,13
19,17,Syracuse,Cornell,1938-10-15T00:00:00.000Z,19,17
2,2,Virginia Tech,VMI,1938-11-24T00:00:00.000Z,2,2
32,29,Iowa,Indiana,1939-10-07T00:00:00.000Z,32,29
19,22,Texas Tech,Marquette,1939-11-18T00:00:00.000Z,22,19
25,19,Texas,TCU,1939-11-18T00:00:00.000Z,25,19
40,26,Missouri,Saint Louis,1940-09-28T00:00:00.000Z,40,26
29,27,Oklahoma,Oklahoma State,1940-10-05T00:00:00.000Z,29,27
19,32,Montana,Texas Tech,1940-10-12T00:00:00.000Z,32,19
31,19,Wake Forest,Marshall,1940-10-19T00:00:00.000Z,31,19
46,4,Georgetown,Virginia Tech,1940-10-19T00:00:00.000Z,46,4
2,53,Kansas,Nebraska,1940-10-19T00:00:00.000Z,53,2
53,12,Oklahoma State,Washington (MO),1940-10-19T00:00:00.000Z,53,12
61,14,Texas Tech,Miami,1940-11-01T00:00:00.000Z,61,14
38,21,Virginia Tech,Furman,1940-11-09T00:00:00.000Z,38,21
34,26,UCLA,Washington State,1940-11-16T00:00:00.000Z,34,26
46,28,New Mexico,Northern Arizona,1940-11-16T00:00:00.000Z,46,28
45,20,Missouri,Kansas,1940-11-21T00:00:00.000Z,45,20
25,21,Alabama,Vanderbilt,1940-11-23T00:00:00.000Z,25,21
19,15,Stanford,Oregon,1941-09-27T00:00:00.000Z,19,15
13,52,Furman,Wake Forest,1941-10-04T00:00:00.000Z,52,13
15,39,Kentucky,Vanderbilt,1941-10-11T00:00:00.000Z,39,15
42,26,Stanford,San Francisco,1941-10-18T00:00:00.000Z,42,26
14,44,UTEP,Hardin-Simmons,1941-10-25T00:00:00.000Z,44,14
49,14,Notre Dame,Illinois,1941-10-25T00:00:00.000Z,49,14
27,25,Wisconsin,Indiana,1941-10-25T00:00:00.000Z,27,25
27,47,Fresno State,San Francisco,1941-11-01T00:00:00.000Z,47,27
46,34,Ohio State,Wisconsin,1941-11-08T00:00:00.000Z,46,34
27,30,Florida,UCLA,1941-12-20T00:00:00.000Z,30,27
32,21,Ohio State,Indiana,1942-10-03T00:00:00.000Z,32,21
65,6,Miami,Tampa,1942-10-10T00:00:00.000Z,65,6
33,16,Iowa,Camp Grant,1942-10-10T00:00:00.000Z,33,16
68,16,Washington State,Montana,1942-10-10T00:00:00.000Z,68,16
2,15,Nebraska,Minnesota,1942-10-17T00:00:00.000Z,15,2
34,16,Michigan,Northwestern,1942-10-17T00:00:00.000Z,34,16
9,40,Arkansas,Rice,1942-11-07T00:00:00.000Z,40,9
59,19,Ohio State,Pittsburgh,1942-11-07T00:00:00.000Z,59,19
44,20,Ohio State,Illinois,1942-11-14T00:00:00.000Z,44,20
20,28,NC State,Georgetown,1942-11-14T00:00:00.000Z,28,20
32,28,Maryland,Washington & Lee,1942-11-21T00:00:00.000Z,32,28
55,12,Oklahoma State,Drake,1942-11-21T00:00:00.000Z,55,12
34,27,LSU,Georgia,1943-09-25T00:00:00.000Z,34,27
40,21,Purdue,Illinois,1943-10-02T00:00:00.000Z,40,21
12,35,Michigan,Notre Dame,1943-10-09T00:00:00.000Z,35,12
33,25,Illinois,Pittsburgh,1943-10-16T00:00:00.000Z,33,25
54,20,Missouri,Nebraska,1943-10-30T00:00:00.000Z,54,20
20,40,TCU,Texas Tech,1943-11-06T00:00:00.000Z,40,20
29,26,Ohio State,Illinois,1943-11-13T00:00:00.000Z,29,26
8,47,California,Del Monte Pre-Flight,1943-11-27T00:00:00.000Z,47,8
27,27,Alabama,LSU,1944-09-30T00:00:00.000Z,27,27
58,13,Penn State,Muhlenberg,1944-09-30T00:00:00.000Z,58,13
50,13,Pittsburgh,Bethany (West Virginia),1944-10-07T00:00:00.000Z,50,13
55,14,Navy,Penn State,1944-10-07T00:00:00.000Z,55,14
39,27,Minnesota,Missouri,1944-10-14T00:00:00.000Z,39,27
27,28,Penn State,West Virginia,1944-10-28T00:00:00.000Z,28,27
40,46,Tulsa,Oklahoma State,1944-10-28T00:00:00.000Z,46,40
19,41,Pennsylvania,Michigan,1944-11-04T00:00:00.000Z,41,19
57,12,Clemson,VMI,1944-11-11T00:00:00.000Z,57,12
54,19,Ohio State,Pittsburgh,1944-11-11T00:00:00.000Z,54,19
24,21,Boston College,Brooklyn,1944-11-12T00:00:00.000Z,24,21
43,13,Syracuse,Colgate,1944-11-18T00:00:00.000Z,43,13
36,20,Tulane,Clemson,1944-11-18T00:00:00.000Z,36,20
14,70,Miami,Texas A&M,1944-12-08T00:00:00.000Z,70,14
12,43,Idaho,Washington State,1945-09-29T00:00:00.000Z,43,12
20,52,Iowa,Indiana,1945-10-20T00:00:00.000Z,52,20
9,39,Pittsburgh,Notre Dame,1945-10-20T00:00:00.000Z,39,9
19,60,Kentucky,Alabama,1945-11-03T00:00:00.000Z,60,19
20,47,Tulane,Clemson,1945-11-17T00:00:00.000Z,47,20
26,15,USC,UCLA,1945-12-01T00:00:00.000Z,26,15
56,14,Utah,New Mexico,1946-09-28T00:00:00.000Z,56,14
46,21,Army,Cornell,1946-10-05T00:00:00.000Z,46,21
74,2,Nevada,Arizona State,1946-10-12T00:00:00.000Z,74,2
33,26,Stanford,Santa Clara,1946-10-19T00:00:00.000Z,33,26
48,20,Mississippi State,San Francisco,1946-10-19T00:00:00.000Z,48,20
26,25,New Mexico State,Sul Ross State,1946-11-09T00:00:00.000Z,26,25
27,26,Stanford,Washington State,1946-11-16T00:00:00.000Z,27,26
27,48,Chattanooga,Georgia,1946-11-23T00:00:00.000Z,48,27
59,21,Columbia,Syracuse,1946-11-23T00:00:00.000Z,59,21
41,27,LSU,Tulane,1946-11-30T00:00:00.000Z,41,27
12,73,Oklahoma State,Oklahoma,1946-11-30T00:00:00.000Z,73,12
32,22,Boston College,Clemson,1947-09-26T00:00:00.000Z,32,22
40,28,Columbia,Rutgers,1947-09-27T00:00:00.000Z,40,28
19,23,Drake,Colorado State,1947-09-27T00:00:00.000Z,23,19
37,13,San Francisco,Nevada,1947-09-28T00:00:00.000Z,37,13
43,19,Maryland,Delaware,1947-10-03T00:00:00.000Z,43,19
86,6,Kansas,South Dakota State,1947-10-11T00:00:00.000Z,86,6
37,21,Minnesota,Northwestern,1947-10-11T00:00:00.000Z,37,21
21,49,Northwestern,Michigan,1947-10-18T00:00:00.000Z,49,21
65,13,Army,Washington & Lee,1947-11-01T00:00:00.000Z,65,13
60,14,Illinois,Western Michigan,1947-11-08T00:00:00.000Z,60,14
41,28,Texas Tech,Arizona,1947-11-08T00:00:00.000Z,41,28
30,20,Tulsa,Detroit Mercy,1947-11-22T00:00:00.000Z,30,20
19,58,Hawai'i,Michigan State,1947-11-29T00:00:00.000Z,58,19
28,54,Arizona,Kansas,1947-11-29T00:00:00.000Z,54,28
35,21,Pacific,Utah State,1947-12-13T00:00:00.000Z,35,21
48,26,UCLA,Washington State,1948-09-18T00:00:00.000Z,48,26
29,16,West Virginia,Waynesburg,1948-09-19T00:00:00.000Z,29,16
42,19,Baylor,Tulsa,1948-09-25T00:00:00.000Z,42,19
68,21,Michigan State,Hawai'i,1948-10-02T00:00:00.000Z,68,21
22,17,Utah State,Arizona State,1948-10-09T00:00:00.000Z,22,17
15,41,Duquesne,Wake Forest,1948-10-16T00:00:00.000Z,41,15
21,42,Miami,Georgia,1948-10-22T00:00:00.000Z,42,21
34,32,Ohio State,Wisconsin,1948-10-23T00:00:00.000Z,34,32
29,31,Colorado State,Drake,1948-10-23T00:00:00.000Z,31,29
14,65,Tulsa,Nevada,1948-10-23T00:00:00.000Z,65,14
45,34,Utah State,Wyoming,1948-10-30T00:00:00.000Z,45,34
79,13,Nevada,Oklahoma City,1948-10-30T00:00:00.000Z,79,13
19,49,LSU,Ole Miss,1948-10-30T00:00:00.000Z,49,19
34,15,Kentucky,Florida,1948-11-13T00:00:00.000Z,34,15
41,16,Miami (OH),Wichita State,1948-11-13T00:00:00.000Z,41,16
55,18,Arkansas,Tulsa,1948-11-20T00:00:00.000Z,55,18
25,29,Colorado,Colorado State,1948-11-20T00:00:00.000Z,29,25
34,28,Columbia,Syracuse,1948-11-20T00:00:00.000Z,34,28
63,25,Hardin-Simmons,Arizona State,1948-11-20T00:00:00.000Z,63,25
92,7,UTEP,New Mexico State,1948-11-25T00:00:00.000Z,92,7
5,25,Miami,Kentucky,1948-11-26T00:00:00.000Z,25,5
22,26,Tulsa,Detroit Mercy,1948-11-27T00:00:00.000Z,26,22
21,41,Cincinnati,Nevada,1949-09-17T00:00:00.000Z,41,21
79,6,Rutgers,Merchant Marine,1949-09-24T00:00:00.000Z,79,6
35,34,Ohio State,Missouri,1949-09-24T00:00:00.000Z,35,34
33,33,Oklahoma State,TCU,1949-09-24T00:00:00.000Z,33,33
42,20,USC,Navy,1949-09-24T00:00:00.000Z,42,20
27,53,Portland,Nevada,1949-09-25T00:00:00.000Z,53,27
45,28,New Mexico State,New Mexico Military,1949-10-06T00:00:00.000Z,45,28
62,6,Arizona State,Northern Arizona,1949-10-08T00:00:00.000Z,62,6
20,35,Wisconsin,California,1949-10-08T00:00:00.000Z,35,20
40,27,Rutgers,Lehigh,1949-10-08T00:00:00.000Z,40,27
25,25,Ole Miss,Boston College,1949-10-14T00:00:00.000Z,25,25
35,9,Iowa,Indiana,1949-10-15T00:00:00.000Z,35,9
63,14,Oregon State,Montana,1949-10-15T00:00:00.000Z,63,14
35,26,Pittsburgh,Miami (OH),1949-10-15T00:00:00.000Z,35,26
39,18,San Diego State,New Mexico State,1949-10-15T00:00:00.000Z,39,18
47,26,West Virginia,Quantico Marines,1949-10-22T00:00:00.000Z,47,26
63,6,Army,Columbia,1949-10-22T00:00:00.000Z,63,6
33,27,TCU,Ole Miss,1949-10-22T00:00:00.000Z,33,27
55,28,Wake Forest,William & Mary,1949-10-22T00:00:00.000Z,55,28
34,31,Iowa,Oregon,1949-10-29T00:00:00.000Z,34,31
62,14,Michigan State,Temple,1949-10-29T00:00:00.000Z,62,14
21,22,Pennsylvania,Pittsburgh,1949-10-29T00:00:00.000Z,22,21
3,22,BYU,Utah State,1949-11-05T00:00:00.000Z,22,3
68,32,Arizona State,New Mexico State,1949-11-05T00:00:00.000Z,68,32
25,35,Idaho,Oregon State,1949-11-05T00:00:00.000Z,35,25
28,23,North Texas,Houston,1949-11-12T00:00:00.000Z,28,23
30,17,Ohio State,Illinois,1949-11-12T00:00:00.000Z,30,17
25,20,Oregon State,Michigan State,1949-11-12T00:00:00.000Z,25,20
45,21,Villanova,NC State,1949-11-19T00:00:00.000Z,45,21
28,28,Virginia Tech,VMI,1949-11-24T00:00:00.000Z,28,28
20,74,Hawai'i,Stanford,1950-01-02T00:00:00.000Z,74,20
48,18,Texas A&M,Nevada,1950-09-23T00:00:00.000Z,48,18
21,61,Virginia Tech,Quantico Marines,1950-09-30T00:00:00.000Z,61,21
43,33,UTEP,Idaho,1950-10-07T00:00:00.000Z,43,33
22,27,Alabama,Vanderbilt,1950-10-07T00:00:00.000Z,27,22
26,32,Minnesota,Nebraska,1950-10-07T00:00:00.000Z,32,26
42,23,Texas A&M,TCU,1950-10-21T00:00:00.000Z,42,23
27,31,Vanderbilt,Florida,1950-10-21T00:00:00.000Z,31,27
28,25,Colorado,Arizona,1950-10-21T00:00:00.000Z,28,25
33,36,Notre Dame,Michigan State,1950-10-28T00:00:00.000Z,36,33
83,21,Ohio State,Iowa,1950-10-28T00:00:00.000Z,83,21
30,21,USC,Oregon,1950-10-28T00:00:00.000Z,30,21
40,25,California,Saint Mary's (CA),1950-10-28T00:00:00.000Z,40,25
53,20,Clemson,Duquesne,1950-11-04T00:00:00.000Z,53,20
26,39,Utah,Kansas,1950-11-04T00:00:00.000Z,39,26
40,34,Nebraska,Missouri,1950-11-04T00:00:00.000Z,40,34
21,48,Mississippi State,Kentucky,1950-11-11T00:00:00.000Z,48,21
34,23,Michigan,Northwestern,1950-11-18T00:00:00.000Z,34,23
57,2,Clemson,Furman,1950-11-18T00:00:00.000Z,57,2
36,18,Houston,William & Mary,1950-11-18T00:00:00.000Z,36,18
28,33,Louisville,Washington & Lee,1950-11-18T00:00:00.000Z,33,28
37,19,Wichita State,Nevada,1950-11-23T00:00:00.000Z,37,19
40,18,Houston,Midwestern Texas State,1950-11-24T00:00:00.000Z,40,18
37,12,Texas Tech,New Mexico,1950-11-25T00:00:00.000Z,37,12
21,52,Washington State,Washington,1950-11-25T00:00:00.000Z,52,21
49,35,Oklahoma,Nebraska,1950-11-25T00:00:00.000Z,49,35
67,13,Arizona,New Mexico State,1951-09-15T00:00:00.000Z,67,13
72,13,Kentucky,Tennessee Tech,1951-09-15T00:00:00.000Z,72,13
53,21,Iowa State,Wayne State,1951-09-22T00:00:00.000Z,53,21
53,33,Kansas,Iowa State,1951-09-29T00:00:00.000Z,53,33
47,35,Cincinnati,Tulsa,1951-09-29T00:00:00.000Z,47,35
61,28,Oregon State,Utah,1951-09-29T00:00:00.000Z,61,28
44,17,UCLA,Santa Clara,1951-10-06T00:00:00.000Z,44,17
22,20,Vanderbilt,Alabama,1951-10-06T00:00:00.000Z,22,20
34,30,Purdue,Iowa,1951-10-06T00:00:00.000Z,34,30
18,41,Alabama,Villanova,1951-10-12T00:00:00.000Z,41,18
35,42,Washington State,California,1951-10-13T00:00:00.000Z,42,35
33,17,Denver,New Mexico,1951-10-13T00:00:00.000Z,33,17
46,27,Tulsa,Houston,1951-10-13T00:00:00.000Z,46,27
28,35,NC State,William & Mary,1951-10-20T00:00:00.000Z,35,28
30,9,Notre Dame,Purdue,1951-10-27T00:00:00.000Z,30,9
53,26,Michigan State,Pittsburgh,1951-10-27T00:00:00.000Z,53,26
54,27,Michigan,Minnesota,1951-10-27T00:00:00.000Z,54,27
37,28,California,Washington,1951-11-10T00:00:00.000Z,37,28
20,50,New Mexico State,West Texas A&M,1951-11-10T00:00:00.000Z,50,20
26,30,Indiana,Michigan State,1951-11-17T00:00:00.000Z,30,26
47,10,Washington State,Montana,1951-11-17T00:00:00.000Z,47,10
57,19,Iowa State,South Dakota State,1952-09-20T00:00:00.000Z,57,19
56,27,Tulsa,Hardin-Simmons,1952-09-27T00:00:00.000Z,56,27
62,12,Arizona,New Mexico State,1952-09-27T00:00:00.000Z,62,12
61,19,Princeton,Rutgers,1952-10-04T00:00:00.000Z,61,19
35,23,Penn State,William & Mary,1952-10-04T00:00:00.000Z,35,23
49,12,West Virginia,Waynesburg,1952-10-04T00:00:00.000Z,49,12
42,25,UTEP,Hawai'i,1952-10-04T00:00:00.000Z,42,25
29,20,Dartmouth,Rutgers,1952-10-18T00:00:00.000Z,29,20
44,27,San José State,BYU,1952-11-07T00:00:00.000Z,44,27
33,35,Arkansas,Rice,1952-11-08T00:00:00.000Z,35,33
34,49,Auburn,Mississippi State,1952-11-08T00:00:00.000Z,49,34
42,28,Alabama,Chattanooga,1952-11-08T00:00:00.000Z,42,28
15,35,Virginia Tech,William & Mary,1952-11-08T00:00:00.000Z,35,15
21,62,Detroit Mercy,Tulsa,1952-11-14T00:00:00.000Z,62,21
62,13,Michigan State,Marquette,1952-11-22T00:00:00.000Z,62,13
44,34,Tulsa,Arkansas,1952-11-22T00:00:00.000Z,44,34
43,6,Florida,Miami,1952-11-22T00:00:00.000Z,43,6
36,12,Ohio State,Indiana,1953-09-26T00:00:00.000Z,36,12
47,24,Utah,Hawai'i,1953-10-03T00:00:00.000Z,47,24
54,12,Iowa,Washington State,1953-10-03T00:00:00.000Z,54,12
47,18,Michigan State,Indiana,1953-10-17T00:00:00.000Z,47,18
32,31,Montana,Colorado State,1953-10-17T00:00:00.000Z,32,31
7,65,Princeton,Navy,1953-10-17T00:00:00.000Z,65,7
41,34,Colorado,Iowa State,1953-10-31T00:00:00.000Z,41,34
53,25,California,Washington,1953-11-07T00:00:00.000Z,53,25
52,27,Texas Tech,Arizona,1953-11-07T00:00:00.000Z,52,27
26,54,Rutgers,Penn State,1953-11-14T00:00:00.000Z,54,26
19,45,Clemson,Auburn,1953-11-21T00:00:00.000Z,45,19
33,32,Utah,BYU,1953-11-26T00:00:00.000Z,33,32
12,67,Columbia,Army,1954-10-23T00:00:00.000Z,67,12
37,34,Colorado State,Montana,1954-10-30T00:00:00.000Z,37,34
19,29,Texas A&M,Rice,1954-11-13T00:00:00.000Z,29,19
46,26,Holy Cross,Connecticut,1954-11-20T00:00:00.000Z,46,26
12,45,Columbia,Rutgers,1954-11-20T00:00:00.000Z,45,12
46,9,Virginia Tech,VMI,1954-11-25T00:00:00.000Z,46,9
74,13,Maryland,Missouri,1954-11-25T00:00:00.000Z,74,13
42,40,Arizona,Wyoming,1954-11-27T00:00:00.000Z,42,40
50,12,USC,Washington State,1955-09-17T00:00:00.000Z,50,12
42,15,USC,Oregon,1955-09-23T00:00:00.000Z,42,15
30,19,North Texas,Hardin-Simmons,1955-10-15T00:00:00.000Z,30,19
56,21,Oklahoma,Colorado,1955-10-22T00:00:00.000Z,56,21
9,49,Holy Cross,Syracuse,1955-10-29T00:00:00.000Z,49,9
69,14,Arizona State,Hardin-Simmons,1955-10-29T00:00:00.000Z,69,14
37,20,Nebraska,Colorado,1955-11-12T00:00:00.000Z,37,20
33,39,Drake,Utah State,1956-09-15T00:00:00.000Z,39,33
37,2,Virginia Tech,East Carolina,1956-09-15T00:00:00.000Z,37,2
33,18,Washington State,San José State,1956-09-29T00:00:00.000Z,33,18
55,46,Army,Colgate,1956-11-03T00:00:00.000Z,55,46
17,46,LSU,Ole Miss,1956-11-03T00:00:00.000Z,46,17
58,34,Denver,BYU,1956-11-10T00:00:00.000Z,58,34
27,49,Colorado State,Utah,1956-11-10T00:00:00.000Z,49,27
49,26,Michigan,Indiana,1956-11-17T00:00:00.000Z,49,26
67,14,Oklahoma,Missouri,1956-11-17T00:00:00.000Z,67,14
38,17,Michigan State,Kansas State,1956-11-24T00:00:00.000Z,38,17
30,24,Colorado,Utah,1957-09-28T00:00:00.000Z,30,24
23,15,Utah,Wyoming,1957-10-26T00:00:00.000Z,23,15
39,25,Oregon State,Washington State,1957-11-02T00:00:00.000Z,39,25
68,13,North Texas,Youngstown State,1957-11-16T00:00:00.000Z,68,13
14,51,Arizona,UTEP,1957-11-16T00:00:00.000Z,51,14
29,2,Alabama,Southern Mississippi,1957-11-23T00:00:00.000Z,29,2
21,54,SMU,Notre Dame,1957-12-07T00:00:00.000Z,54,21
66,22,West Virginia,Richmond,1958-09-20T00:00:00.000Z,66,22
8,20,Utah State,Denver,1958-09-26T00:00:00.000Z,20,8
29,28,Northwestern,Washington State,1958-09-27T00:00:00.000Z,29,28
30,8,Auburn,Chattanooga,1958-10-04T00:00:00.000Z,30,8
44,16,New Mexico,Montana,1958-10-04T00:00:00.000Z,44,16
40,8,Penn State,Marquette,1958-10-11T00:00:00.000Z,40,8
12,65,Arizona,Colorado,1958-10-11T00:00:00.000Z,65,12
36,21,California,Utah,1958-10-11T00:00:00.000Z,36,21
24,16,Tulsa,Oklahoma State,1958-10-11T00:00:00.000Z,24,16
8,32,Kansas State,Missouri,1958-10-18T00:00:00.000Z,32,8
55,24,Northwestern,Michigan,1958-10-18T00:00:00.000Z,55,24
49,8,Ohio State,Indiana,1958-10-18T00:00:00.000Z,49,8
8,50,Pennsylvania,Navy,1958-10-25T00:00:00.000Z,50,8
22,29,Notre Dame,Purdue,1958-10-25T00:00:00.000Z,29,22
31,8,Purdue,Illinois,1958-11-01T00:00:00.000Z,31,8
68,6,Army,Colgate,1958-11-01T00:00:00.000Z,68,6
29,33,Oklahoma State,Air Force,1958-11-01T00:00:00.000Z,33,29
60,15,Arkansas,Hardin-Simmons,1958-11-08T00:00:00.000Z,60,15
36,19,BYU,New Mexico,1958-11-08T00:00:00.000Z,36,19
50,18,LSU,Duke,1958-11-08T00:00:00.000Z,50,18
36,8,TCU,Marquette,1958-11-08T00:00:00.000Z,36,8
28,38,Iowa,Ohio State,1958-11-15T00:00:00.000Z,38,28
26,37,Miami,Houston,1958-11-21T00:00:00.000Z,37,26
15,15,USC,UCLA,1958-11-22T00:00:00.000Z,15,15
39,32,West Texas A&M,New Mexico State,1958-11-22T00:00:00.000Z,39,32
17,68,San Diego State,Pacific,1958-11-22T00:00:00.000Z,68,17
22,36,Connecticut,Boston University,1958-11-22T00:00:00.000Z,36,22
43,8,UTEP,University of Mexico,1959-09-19T00:00:00.000Z,43,8
24,46,Hardin-Simmons,North Texas,1959-09-19T00:00:00.000Z,46,24
43,22,Arizona State,West Texas A&M,1959-09-19T00:00:00.000Z,43,22
44,8,Army,Boston College,1959-09-26T00:00:00.000Z,44,8
43,11,New Mexico State,McMurry,1959-10-03T00:00:00.000Z,43,11
8,34,Michigan,Michigan State,1959-10-03T00:00:00.000Z,34,8
55,10,Florida,Virginia,1959-10-03T00:00:00.000Z,55,10
58,20,Penn State,Colgate,1959-10-03T00:00:00.000Z,58,20
37,8,Iowa,Michigan State,1959-10-10T00:00:00.000Z,37,8
66,18,Oregon State,Idaho,1959-10-17T00:00:00.000Z,66,18
15,22,Washington,USC,1959-10-17T00:00:00.000Z,22,15
25,16,Wisconsin,Iowa,1959-10-17T00:00:00.000Z,25,16
22,22,Navy,Pennsylvania,1959-10-24T00:00:00.000Z,22,22
30,28,USC,Stanford,1959-10-24T00:00:00.000Z,30,28
54,38,Stanford,San José State,1959-10-31T00:00:00.000Z,54,38
51,29,Virginia Tech,Richmond,1959-10-31T00:00:00.000Z,51,29
25,22,Notre Dame,Navy,1959-10-31T00:00:00.000Z,25,22
35,31,Arizona State,New Mexico State,1959-10-31T00:00:00.000Z,35,31
22,39,Oregon State,Stanford,1959-11-14T00:00:00.000Z,39,22
29,23,Purdue,Minnesota,1959-11-14T00:00:00.000Z,29,23
33,31,Clemson,Wake Forest,1959-11-21T00:00:00.000Z,33,31
62,2,North Texas,Drake,1959-11-21T00:00:00.000Z,62,2
3,56,Furman,Clemson,1959-11-28T00:00:00.000Z,56,3
43,20,Wake Forest,South Carolina,1959-11-28T00:00:00.000Z,43,20
77,6,New Mexico,University of Mexico,1960-09-17T00:00:00.000Z,77,6
21,44,Detroit Mercy,Iowa State,1960-09-23T00:00:00.000Z,44,21
19,51,Notre Dame,Purdue,1960-10-01T00:00:00.000Z,51,19
35,16,Colorado,Arizona,1960-10-08T00:00:00.000Z,35,16
23,24,Texas,Arkansas,1960-10-15T00:00:00.000Z,24,23
47,17,New Mexico State,McMurry,1960-10-15T00:00:00.000Z,47,17
49,16,Utah,Denver,1960-10-22T00:00:00.000Z,49,16
29,30,Oregon State,Washington,1960-10-22T00:00:00.000Z,30,29
51,12,Washington State,Pacific,1960-10-22T00:00:00.000Z,51,12
57,21,Auburn,Florida State,1960-11-19T00:00:00.000Z,57,21
12,44,Virginia,Maryland,1960-11-19T00:00:00.000Z,44,12
43,15,Michigan State,Detroit Mercy,1960-11-19T00:00:00.000Z,43,15
2,43,Columbia,Rutgers,1960-11-19T00:00:00.000Z,43,2
8,35,Virginia,North Carolina,1960-11-26T00:00:00.000Z,35,8
55,8,West Texas A&M,BYU,1961-09-23T00:00:00.000Z,55,8
41,30,North Texas,BYU,1961-09-30T00:00:00.000Z,41,30
41,8,Texas,Washington State,1961-10-07T00:00:00.000Z,41,8
38,8,Michigan,Army,1961-10-07T00:00:00.000Z,38,8
70,19,New Mexico State,Pacific,1961-10-14T00:00:00.000Z,70,19
47,15,Iowa,Wisconsin,1961-10-21T00:00:00.000Z,47,15
3,49,Colorado State,Utah State,1961-10-21T00:00:00.000Z,49,3
42,27,Wichita State,New Mexico State,1961-10-21T00:00:00.000Z,42,27
32,15,Rutgers,Lehigh,1961-10-21T00:00:00.000Z,32,15
16,23,Memphis,Mississippi State,1961-10-28T00:00:00.000Z,23,16
28,48,UTEP,Arizona State,1961-11-11T00:00:00.000Z,48,28
51,8,Syracuse,Colgate,1961-11-11T00:00:00.000Z,51,8
22,65,Western Michigan,Utah State,1961-11-11T00:00:00.000Z,65,22
29,8,Furman,East Carolina,1961-11-11T00:00:00.000Z,29,8
30,15,USC,Stanford,1961-11-11T00:00:00.000Z,30,15
28,24,Oklahoma State,Houston,1961-11-18T00:00:00.000Z,28,24
36,27,Fresno State,San José State,1961-11-18T00:00:00.000Z,36,27
48,15,Arizona,UTEP,1961-11-18T00:00:00.000Z,48,15
22,35,New Mexico State,West Texas A&M,1961-11-18T00:00:00.000Z,35,22
54,8,New Mexico State,Hardin-Simmons,1961-11-25T00:00:00.000Z,54,8
